question,text
Khổng Tử đề xuất giải pháp nào để ngăn ngừa tính cách con người trở nên vô đạo?,"<answer> coi trọng giáo hơn chính, đặt giáo hóa lên trên chính trị <context> Đạo Nhân có ý nghĩa rất lớn với tính của con người do trời phú. Tính của con người do trời phú mà cứ buông lơi, thả lỏng trong cuộc sống thì tính không thể tránh khỏi tình trạng biến chất theo muôn vàn tập tục, tập quán. Trong hoàn cảnh ấy con người có thể trở thành vô đạo, dẫn đến cả nước vô đạo và thiên hạ vô đạo. Vì vậy, Khổng Tử khuyên nên coi trọng giáo hơn chính, đặt giáo hóa lên trên chính trị."
Đức trong triết lý Nho gia được hiểu như thế nào?,"<answer> thể hiện phẩm chất tốt đẹp của con người trong tâm hồn ý thức cũng như hình thức, dáng điệu <context> Đức gắn chặt với đạo. Từ đức trong kinh điển Nho gia thường được dùng để chỉ một cái gì thể hiện phẩm chất tốt đẹp của con người trong tâm hồn ý thức cũng như hình thức, dáng điệu, v.v.. Có thể diễn đạt một cách khái quát kinh điển Nho gia về mối quan hệ giữa đạo và đức trong cuộc sống con người: đường đi lối lại đúng đắn phải theo để xây dựng quan hệ lành mạnh, tốt đẹp là đạo; noi theo đạo một cách nghiêm chỉnh, đúng đắn trong cuộc sống thì có được đức trong sáng quý báu ở trong tâm."
Những đức tính cơ bản được Nho gia coi trọng được gọi là gì?,"<answer> ngũ thường <context> Trong kinh điển Nho gia, ta thấy năm quan hệ lớn, bao quát gọi là ngũ luân đã được khái quát là: Vua - tôi, cha - con, chồng - vợ, anh - em (hoặc trưởng ấu), bầu bạn. Khi nói đến những đức thường xuyên phải trau dồi, căn cứ hai chữ ngũ thường trong Kinh Lễ, nhiều danh nho đã nêu lên năm đức (gọi là ngũ thường): Nhân, nghĩa, lễ, trí, tín. Tóm lại, nội dung cơ bản đạo đức của Nho gia là luân thường. Luân có năm điều chính gọi là ngũ luân, đều là những quan hệ xã hội, trong đó có ba điều chính là vua tôi, cha con, chồng vợ gọi là tam cương. Trong ba điều lớn này có hai điều mấu chốt là quan hệ vua tôi biểu hiện bằng chữ trung, quan hệ cha con biểu hiện bằng chữ hiếu. Giữa trung và hiếu thì trung là ưu tiên. Chữ trung đứng đầu ngũ luân. Thường có năm điều chính gọi là ngũ thường, đều là những đức tính do trời phú cho mỗi người: Nhân, nghĩa, lễ, trí, tín. Đứng đầu ngũ thường là nhân nghĩa. Trong nhân nghĩa thì nhân là chủ. Đạo của Khổng Tử trước hết là Đạo nhân. Luân và thường gắn bó với nhau, nhưng trên lý thuyết và trong thực tiễn luân đứng trước thường."
Theo Khổng Tử ý nghĩa của thuyết chính danh là gì?,"<answer> trách nhiệm và bổn phận mà những cá nhân mang danh ấy phải có <context> Chủ trương làm cho xã hội có trật tự, Khổng Tử cho rằng trước hết là thực hiện chính danh. Chính danh có nghĩa là một vật trong thực tại cần phải cho phù hợp với cái danh nó mang. Vậy, trong xã hội, mỗi cái danh đều bao hàm một số trách nhiệm và bổn phận mà những cá nhân mang danh ấy phải có những trách nhiệm và bổn phận phù hợp với danh ấy. Đó là ý nghĩa thuyết chính danh của Khổng Tử."
Lễ được hiểu như thế nào trong nghĩa rộng?,"<answer> là những nghi thức, quy chế, kỷ cương, trật tự, tôn ti của cuộc sống <context> Lễ hiểu theo nghĩa rộng là những nghi thức, quy chế, kỷ cương, trật tự, tôn ti của cuộc sống chung trong cộng đồng xã hội và cả lối cư xử hàng ngày. Với nghĩa này, Lễ là cơ sở của xã hội có tổ chức bảo đảm cho phân định trên dưới rõ ràng, không bị xáo trộn, đồng thời nhằm ngăn ngừa những hành vi và tình cảm cá nhân thái quá. Lễ hiểu theo nghĩa một đức trong ngũ thường thì là sự thực hành đúng những giáo huấn kỷ cương, nghi thức do Nho gia đề ra cho những quan hệ tam cương, ngũ luân, thất giáo và cho cả sự thờ cúng thần linh. Đã là người thì phải học lễ, biết lễ và có lễ. Con người học lễ từ tuổi trẻ thơ. Với ý nghĩa này, Lễ là nội dung cơ bản của lễ giáo đạo Nho."
Lễ trị là gì trong phương pháp trị nước của Nho giáo?,"<answer> phương pháp trị nước, trị dân <context> Lễ với những cách hiểu trên là cơ sở, là công cụ chính trị, là vũ khí của một phương pháp trị nước, trị dân lâu đời của Nho giáo. Phương pháp ấy gọi là lễ trị. Lễ, có thể đưa tất cả hoạt động vào nền nếp, có thể ngăn chặn mọi lỗi lầm sắp xảy ra. Vì vậy, những điều quy định về lễ vốn ra đời rất sớm, nhiều và tỷ mỷ hơn những điều về pháp luật. Với đối tượng đông đảo là nông dân lao động, lớp trẻ và phụ nữ, Đạo Nho cho họ là đối tượng dễ sai khiến thì những quy định về lễ mà rườm rà, phiền phức, cay nghiệt sẽ làm cho họ mất đi nhiều về phẩm chất con người."
Khổng Tử coi trọng điều gì trong giáo dục theo tư tưởng của Nho gia?,"<answer> rèn luyện đạo đức con người <context> Từ kinh nghiệm của mình, Khổng Tử đã tổng kết được nhiều quy luật nhận thức, nhưng chủ yếu là thực tiễn giáo dục và về phương pháp học hỏi. Để đạt tới đạo nhân, Nho gia rất quan tâm tới giáo dục. Do không coi trọng cơ sở kinh tế - kỹ thuật của xã hội, cho nên giáo dục của Nho gia chủ yếu hướng vào rèn luyện đạo đức con người. Nhưng, tư tưởng về giáo dục, về thái độ và phương pháp học tập của Khổng Tử chính là bộ phận giàu sức sống nhất trong tư tưởng Nho gia."
Ai là người mở đầu xu hướng hệ thống hóa và chuẩn mực hóa quan điểm triết học Nho gia?,"<answer> Đổng Trọng Thư <context> Quá trình bổ sung và hoàn thiện Nho gia thời trung đại được tiến hành theo hai xu hướng cơ bản: Một là hệ thống hóa kinh điển và chuẩn mực hóa những quan điểm triết học Nho gia theo mục đích ứng dụng vào đời sống xã hội, phục vụ lợi ích thống trị của giai cấp phong kiến. Đổng Trọng Thư (thời Hán) người mở đầu xu hướng này đã làm nghèo nàn đi nhiều giá trị nhân bản và biện chứng của Nho gia cổ đại. Tính duy tâm thần bí của Nho gia trong các quan điểm về xã hội cũng được đề cao. Tính khắc nghiệt một chiều trong các quan hệ Tam cương, Ngũ thường thường được nhấn mạnh. Hai là hoàn thiện các quan điểm triết học về xã hội của Nho gia thông qua con đường dung hợp nhiều lần giữa Nho, Đạo, Pháp, Âm Dương, Ngũ hành và Phật giáo. Điểm khởi đầu của sự dung hợp ấy là thời Hán và điểm chung kết của sự dung hợp ấy là dưới thời nhà Tống."
Ai là người sáng lập Đạo gia?,"<answer> Lão Tử <context> Người sáng lập là Lão Tử, họ là Lý, tên là Nhĩ, người nước Sở, sống vào thời Xuân Thu - Chiến Quốc. Lão Tử tiếp nhận tư tưởng của Dương Chu, của Âm Dương Ngũ hành và phép biện chứng của Kinh Dịch để sáng lập nên Đạo gia. Tư liệu tư tưởng là cuốn Đạo Đức Kinh. Trang Tử (khoảng 396 - 286 trước Công Nguyên) họ Trang, tên Chu, là một ẩn sĩ. Ông đã phát triển học thuyết Lão Tử xây dựng một hệ thống tư tưởng sâu sắc thể hiện trong cuốn Nam Hoa Kinh."
Đạo gia coi Đạo là gì?,"<answer> Đạo là sự khái quát cao nhất của triết học Lão Trang. <context> Quan điểm về đạo. Đạo là sự khái quát cao nhất của triết học Lão Trang. ý nghĩa của nó có hai mặt: thứ nhất Đạo là bản nguyên của vũ trụ, có trước trời đất, không biết tên nó là gì, tạm đặt tên cho nó là đạo. Vì đạo quá huyền diệu, khó nói danh trạng nên có thể quan niệm ở hai phương diện vô và hữu. Vô là nguyên lý vô hình, là gốc của trời đất. Hữu là nguyên lý hữu hình là mẹ của vạn vật. Công dụng của đạo là vô cùng, đạo sáng tạo ra vạn vật. Vạn vật nhờ có đạo mà sinh ra, sự sinh sản ra vạn vật theo trình tự đạo sinh một, một sinh hai, hai sinh ba, ba sinh ra vạn vật. Đạo còn là chúa tể vạn vật và đạo là phép tắc của vạn vật. Thứ hai, Đạo còn là quy luật biến hóa tự thân của vạn vật, quy luật ấy gọi là Đức. Đạo sinh ra vạn vật [vì nó là nguyên lý huyền diệu], đức bao bọc, nuôi dưỡng tới thành thục vạn vật (là nguyên lý của mỗi vật). Mỗi vật đều có đức mà đức của bất kỳ sự vật nào cũng từ đạo mà ra, là một phần của đạo, đức nuôi lớn mỗi vật tùy theo đạo. Đạo đức của Đạo gia là một phạm trù vũ trụ quan. Khi giải thích bản thể của vũ trụ, Lão Tử sáng tạo ra phạm trù Hữu và Vô, trở thành những phạm trù cơ bản của lịch sử triết học Trung Hoa."
Lão Tử coi bản tính nhân loại có những khuynh hướng nào?,"<answer> hữu vi và vô vi. <context> Quan điểm về đời sống xã hội: Lão Tử cho rằng bản tính nhân loại có hai khuynh hướng hữu vi và vô vi. Vô vi là khuynh hướng trở về nguồn gốc để sống với tự nhiên, tức hợp thể với đạo. Vì vậy, Lão Tử đưa ra giải pháp cho các bậc trị nước là lấy vô vi mà xử sự, lấy bất ngôn mà dạy đời. Để lập quân bình trong xã hội, phải trừ khử những thái quá nâng đỡ cái bất cập, lấy nhu nhược thắng cương thường, lấy yếu thắng mạnh, tri túc không cạnh tranh bạo động, công thành thân thoái, dĩ đức báo oán. "
Trang Tử có quan điểm gì về sự vật theo phạm trù đạo?,"<answer> vạn vật đều thống nhất. <context> Trang Tử thổi phồng một cách phiến diện tính tương đối của sự vật cho rằng trong phạm trù đạo vạn vật đều thống nhất. Ông đề ra tư tưởng triết học nhân sinh tề vật, tức là đối xử như một (tề nhất) đối với những cái tương phản, xoá bỏ đúng sai. Mục đích của ông là đặt phú quý, vinh nhục ra một bên tiến vào vương quốc tiêu dao, thanh đạm, đạm bạc, lặng lẽ, vô vi..."
Những ngành khoa học cụ thể phát triển trong thời kỳ này là gì?,"<answer> toán học, vật lý học, thiên văn, thuỷ văn, v.v. <context> Một số ngành khoa học cụ thể thời kỳ này như toán học, vật lý học, thiên văn, thuỷ văn, v.v. bắt đầu phát triển. Khoa học hình thành và phát triển đòi hỏi sự khái quát của triết học. Nhưng tư duy triết học thời kỳ này chưa phát triển cao; tri thức triết học và tri thức khoa học cụ thể thường hoà vào nhau. Các nhà triết học lại cũng chính là các nhà khoa học cụ thể. Thời kỳ này cũng diễn ra sự giao lưu giữa Hy Lạp và các nước ảrập phương Đông nên triết học Hy Lạp cũng chịu sự ảnh hưởng của triết học phương Đông."
